code,iata,icao,lat,lon,elevation,name,city,region,country,continent
MLB,MLB,KMLB,28.102800369262695,-80.64530181884766,33.0,Melbourne International Airport,Melbourne,Florida,United States,Europe
MLI,MLI,KMLI,41.44850158691406,-90.50749969482422,590.0,Quad City International Airport,Moline,Illinois,United States,Europe
MLS,MLS,KMLS,46.428001403808594,-105.88600158691406,2630.0,Frank Wiley Field,Miles City,Montana,United States,Europe
MLU,MLU,KMLU,32.51089859008789,-92.0376968383789,79.0,Monroe Regional Airport,Monroe,Louisiana,United States,Europe
MOB,MOB,KMOB,30.691200256348,-88.242797851562,219.0,Mobile Regional Airport,Mobile,Alabama,United States,Europe
MOD,MOD,KMOD,37.62580109,-120.9540024,97.0,Modesto City Co-Harry Sham Field,Modesto,California,United States,Europe
MOT,MOT,KMOT,48.2593994140625,-101.27999877929688,1716.0,Minot International Airport,Minot,North Dakota,United States,Europe
MRY,MRY,KMRY,36.58700180053711,-121.84300231933594,257.0,Monterey Peninsula Airport,Monterey,California,United States,Europe
MSL,MSL,KMSL,34.74530029,-87.61019897,551.0,Northwest Alabama Regional Airport,Muscle Shoals,Alabama,United States,Europe
MSN,MSN,KMSN,43.13990020751953,-89.3375015258789,887.0,Dane County Regional Truax Field,Madison,Wisconsin,United States,Europe
MSO,MSO,KMSO,46.91630173,-114.0910034,3206.0,Missoula International Airport,Missoula,Montana,United States,Europe
MSP,MSP,KMSP,44.881999969499994,-93.22180175780001,841.0,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,United States,Europe
MSS,MSS,KMSS,44.93579864501953,-74.84559631347656,215.0,Massena International Richards Field,Massena,New York,United States,Europe
MSY,MSY,KMSY,29.99340057373047,-90.25800323486328,4.0,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,United States,Europe
MVY,MVY,KMVY,41.3931007385,-70.6143035889,67.0,Martha's Vineyard Airport,Martha's Vineyard,Massachusetts,United States,Europe
MYR,MYR,KMYR,33.6796989441,-78.9282989502,25.0,Myrtle Beach International Airport,Myrtle Beach,South Carolina,United States,Europe
YUM,YUM,KNYL,32.65660095,-114.6060028,213.0,Yuma MCAS/Yuma International Airport,Yuma,Arizona,United States,Europe
OAK,OAK,KOAK,37.721298,-122.221001,9.0,Metropolitan Oakland International Airport,Oakland,California,United States,Europe
OGD,OGD,KOGD,41.195899963379,-112.0120010376,4473.0,Ogden Hinckley Airport,Ogden,Utah,United States,Europe
OKC,OKC,KOKC,35.39310073852539,-97.60070037841797,1295.0,Will Rogers World Airport,Oklahoma City,Oklahoma,United States,Europe
OMA,OMA,KOMA,41.303199768066406,-95.89409637451172,984.0,Eppley Airfield,Omaha,Nebraska,United States,Europe
ONT,ONT,KONT,34.055999755859375,-117.60099792480469,944.0,Ontario International Airport,Ontario,California,United States,Europe
ORD,ORD,KORD,41.97859955,-87.90480042,672.0,Chicago O'Hare International Airport,Chicago,Illinois,United States,Europe
ORF,ORF,KORF,36.89459991455078,-76.20120239257812,26.0,Norfolk International Airport,Norfolk,Virginia,United States,Europe
ESD,ESD,KORS,48.7081985474,-122.910003662,31.0,Orcas Island Airport,Eastsound,Washington,United States,Europe
OTH,OTH,KOTH,43.41709899902344,-124.24600219726562,17.0,Southwest Oregon Regional Airport,North Bend,Oregon,United States,Europe
OWB,OWB,KOWB,37.74010086,-87.16680145,407.0,Owensboro Daviess County Airport,Owensboro,Kentucky,United States,Europe
,,KP-0001,41.801300048799995,129.854995728,0.0,Chongjin Airport,Chongjin,North Hamgyong Province,North Korea,Europe
YJS,YJS,KP-0029,41.907132,128.409834,4547.0,Samjiyŏn Airport,Samjiyŏn,Ryanggang Province,North Korea,Europe
RGO,RGO,KP-0032,41.428538,129.647555,12.0,Orang Airport,Hoemun-ri,North Hamgyong Province,North Korea,Europe
PAH,PAH,KPAH,37.06079864501953,-88.7738037109375,410.0,Barkley Regional Airport,Paducah,Kentucky,United States,Europe
PBG,PBG,KPBG,44.650901794433594,-73.46810150146484,234.0,Plattsburgh International Airport,Plattsburgh,New York,United States,Europe
PBI,PBI,KPBI,26.68320083618164,-80.09559631347656,19.0,Palm Beach International Airport,West Palm Beach,Florida,United States,Europe
PDX,PDX,KPDX,45.58869934,-122.5979996,31.0,Portland International Airport,Portland,Oregon,United States,Europe
PGD,PGD,KPGD,26.92020035,-81.9905014,26.0,Charlotte County Airport,Punta Gorda,Florida,United States,Europe
PHF,PHF,KPHF,37.13190079,-76.49299622,42.0,Newport News Williamsburg International Airport,Newport News,Virginia,United States,Europe
PHL,PHL,KPHL,39.87189865112305,-75.24109649658203,36.0,Philadelphia International Airport,Philadelphia,Pennsylvania,United States,Europe
PHX,PHX,KPHX,33.43429946899414,-112.01200103759766,1135.0,Phoenix Sky Harbor International Airport,Phoenix,Arizona,United States,Europe
PIA,PIA,KPIA,40.664199829100006,-89.6932983398,660.0,General Wayne A. Downing Peoria International Airport,Peoria,Illinois,United States,Europe
PIB,PIB,KPIB,31.467100143432617,-89.33709716796875,298.0,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,Mississippi,United States,Europe
PIE,PIE,KPIE,27.91020012,-82.68740082,11.0,St Petersburg Clearwater International Airport,St Petersburg-Clearwater,Florida,United States,Europe
PIH,PIH,KPIH,42.9098014831543,-112.59600067138672,4452.0,Pocatello Regional Airport,Pocatello,Idaho,United States,Europe
PIR,PIR,KPIR,44.38270187,-100.2860031,1744.0,Pierre Regional Airport,Pierre,South Dakota,United States,Europe
PIT,PIT,KPIT,40.49150085,-80.23290253,1203.0,Pittsburgh International Airport,Pittsburgh,Pennsylvania,United States,Europe
PKB,PKB,KPKB,39.34510040283203,-81.43920135498047,858.0,Mid Ohio Valley Regional Airport,Parkersburg,West Virginia,United States,Europe
PLN,PLN,KPLN,45.57089996,-84.79669952,721.0,Pellston Regional Airport of Emmet County Airport,Pellston,Michigan,United States,Europe
PMD,PMD,KPMD,34.62939835,-118.0849991,2543.0,Palmdale Regional/USAF Plant 42 Airport,Palmdale,California,United States,Europe
PNE,PNE,KPNE,40.081902,-75.010597,120.0,Northeast Philadelphia Airport,Philadelphia,Pennsylvania,United States,Europe
PNS,PNS,KPNS,30.473400115967,-87.186599731445,121.0,Pensacola Regional Airport,Pensacola,Florida,United States,Europe
PQI,PQI,KPQI,46.68899918,-68.0447998,534.0,Northern Maine Regional Airport at Presque Isle,Presque Isle,Maine,United States,Europe
PRC,PRC,KPRC,34.65449905,-112.4199982,5045.0,Ernest A. Love Field,Prescott,Arizona,United States,Europe
PSC,PSC,KPSC,46.26470184326172,-119.11900329589844,410.0,Tri Cities Airport,Pasco,Washington,United States,Europe
PSM,PSM,KPSM,43.0778999329,-70.8233032227,100.0,Portsmouth International at Pease Airport,Portsmouth,New Hampshire,United States,Europe
PSP,PSP,KPSP,33.8297004699707,-116.50700378417969,477.0,Palm Springs International Airport,Palm Springs,California,United States,Europe
PUB,PUB,KPUB,38.289100646972656,-104.49700164794922,4726.0,Pueblo Memorial Airport,Pueblo,Colorado,United States,Europe
PUW,PUW,KPUW,46.7439,-117.110001,2556.0,Pullman Moscow Regional Airport,Pullman/Moscow,Washington,United States,Europe
PVD,PVD,KPVD,41.732601165771484,-71.42040252685547,55.0,Theodore Francis Green State Airport,Providence,Rhode Island,United States,Europe
PVU,PVU,KPVU,40.219200134277,-111.72299957275,4497.0,Provo Municipal Airport,Provo,Utah,United States,Europe
PWM,PWM,KPWM,43.64619827,-70.30930328,76.0,Portland International Jetport Airport,Portland,Maine,United States,Europe
KQA,KQA,KQA,54.1337704415,-165.778895617,0.0,Akutan Seaplane Base,Akutan,Alaska,United States,Europe
RAP,RAP,KRAP,44.0452995300293,-103.05699920654297,3204.0,Rapid City Regional Airport,Rapid City,South Dakota,United States,Europe
RDD,RDD,KRDD,40.50899887,-122.2929993,505.0,Redding Municipal Airport,Redding,California,United States,Europe
RDG,RDG,KRDG,40.378501892089844,-75.96520233154297,344.0,Reading Regional Carl A Spaatz Field,Reading,Pennsylvania,United States,Europe
RDM,RDM,KRDM,44.2541008,-121.1500015,3080.0,Roberts Field,Redmond,Oregon,United States,Europe
RDU,RDU,KRDU,35.877601623535156,-78.7874984741211,435.0,Raleigh Durham International Airport,Raleigh,North Carolina,United States,Europe
RFD,RFD,KRFD,42.19540023803711,-89.09719848632812,742.0,Chicago Rockford International Airport,Chicago/Rockford,Illinois,United States,Europe
RHI,RHI,KRHI,45.63119888305664,-89.46749877929688,1624.0,Rhinelander Oneida County Airport,Rhinelander,Wisconsin,United States,Europe
RIC,RIC,KRIC,37.50519943237305,-77.3197021484375,167.0,Richmond International Airport,Richmond,Virginia,United States,Europe
RKS,RKS,KRKS,41.59420013,-109.0650024,6764.0,Rock Springs Sweetwater County Airport,Rock Springs,Wyoming,United States,Europe
RNO,RNO,KRNO,39.49909973144531,-119.76799774169922,4415.0,Reno Tahoe International Airport,Reno,Nevada,United States,Europe
ROA,ROA,KROA,37.3255,-79.975403,1175.0,Roanoke–Blacksburg Regional Airport,Roanoke,Virginia,United States,Europe
ROC,ROC,KROC,43.118900299072266,-77.67240142822266,559.0,Greater Rochester International Airport,Rochester,New York,United States,Europe
ROW,ROW,KROW,33.30160140991211,-104.53099822998047,3671.0,Roswell International Air Center Airport,Roswell,New Mexico,United States,Europe
RST,RST,KRST,43.90829849243164,-92.5,1317.0,Rochester International Airport,Rochester,Minnesota,United States,Europe
RSW,RSW,KRSW,26.53619956970215,-81.75520324707031,30.0,Southwest Florida International Airport,Fort Myers,Florida,United States,Europe
RUT,RUT,KRUT,43.52939987,-72.94960022,787.0,Rutland - Southern Vermont Regional Airport,Rutland,Vermont,United States,Europe
SAN,SAN,KSAN,32.7336006165,-117.190002441,17.0,San Diego International Airport,San Diego,California,United States,Europe
SAT,SAT,KSAT,29.533700942993164,-98.46980285644531,809.0,San Antonio International Airport,San Antonio,Texas,United States,Europe
SAV,SAV,KSAV,32.12760162,-81.20210266,50.0,Savannah Hilton Head International Airport,Savannah,Georgia,United States,Europe
SBA,SBA,KSBA,34.42620087,-119.8399963,13.0,Santa Barbara Municipal Airport,Santa Barbara,California,United States,Europe
SBN,SBN,KSBN,41.70869827270508,-86.31729888916016,799.0,South Bend Regional Airport,South Bend,Indiana,United States,Europe
SBP,SBP,KSBP,35.236801147499996,-120.641998291,212.0,San Luis County Regional Airport,San Luis Obispo,California,United States,Europe
SBY,SBY,KSBY,38.34049987792969,-75.51029968261719,52.0,Salisbury Ocean City Wicomico Regional Airport,Salisbury,Maryland,United States,Europe
SDF,SDF,KSDF,38.1744,-85.736,501.0,Louisville International Standiford Field,Louisville,Kentucky,United States,Europe
SEA,SEA,KSEA,47.44900131225586,-122.30899810791016,433.0,Seattle Tacoma International Airport,Seattle,Washington,United States,Europe
SFB,SFB,KSFB,28.777599334716797,-81.23750305175781,55.0,Orlando Sanford International Airport,Orlando,Florida,United States,Europe
SFO,SFO,KSFO,37.61899948120117,-122.375,13.0,San Francisco International Airport,San Francisco,California,United States,Europe
SGF,SGF,KSGF,37.24570084,-93.38860321,1268.0,Springfield Branson National Airport,Springfield,Missouri,United States,Europe
UST,UST,KSGJ,29.9592,-81.339798,10.0,Northeast Florida Regional Airport,St Augustine,Florida,United States,Europe
SGU,SGU,KSGU,37.036389,-113.510306,2941.0,St George Municipal Airport,St George,Utah,United States,Europe
SHD,SHD,KSHD,38.2638015747,-78.8964004517,1201.0,Shenandoah Valley Regional Airport,Staunton/Waynesboro/Harrisonburg,Virginia,United States,Europe
SHR,SHR,KSHR,44.76919937133789,-106.9800033569336,4021.0,Sheridan County Airport,Sheridan,Wyoming,United States,Europe
SHV,SHV,KSHV,32.44660186767578,-93.82559967041016,258.0,Shreveport Regional Airport,Shreveport,Louisiana,United States,Europe
SJC,SJC,KSJC,37.362598,-121.929001,62.0,Norman Y. Mineta San Jose International Airport,San Jose,California,United States,Europe
SJT,SJT,KSJT,31.35770034790039,-100.49600219726562,1919.0,San Angelo Regional Mathis Field,San Angelo,Texas,United States,Europe
SLC,SLC,KSLC,40.78839874267578,-111.97799682617188,4227.0,Salt Lake City International Airport,Salt Lake City,Utah,United States,Europe
SLK,SLK,KSLK,44.38529968261719,-74.2061996459961,1663.0,Adirondack Regional Airport,Saranac Lake,New York,United States,Europe
SLN,SLN,KSLN,38.79100036621094,-97.6521987915039,1288.0,Salina Municipal Airport,Salina,Kansas,United States,Europe
SMF,SMF,KSMF,38.69540023803711,-121.59100341796875,27.0,Sacramento International Airport,Sacramento,California,United States,Europe
SMX,SMX,KSMX,34.89889908,-120.4570007,261.0,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,California,United States,Europe
SNA,SNA,KSNA,33.67570114,-117.8679962,56.0,John Wayne Airport-Orange County Airport,Orange County,California,United States,Europe
SPI,SPI,KSPI,39.84410095,-89.67790222,598.0,Abraham Lincoln Capital Airport,Springfield,Illinois,United States,Europe
SPS,SPS,KSPS,33.9888,-98.491898,1019.0,Sheppard Air Force Base/Wichita Falls Municipal Airport,Wichita Falls,Texas,United States,Europe
SRQ,SRQ,KSRQ,27.39539909362793,-82.55439758300781,30.0,Sarasota Bradenton International Airport,Sarasota/Bradenton,Florida,United States,Europe
STC,STC,KSTC,45.546600341796875,-94.05989837646484,1031.0,St Cloud Regional Airport,St Cloud,Minnesota,United States,Europe
STL,STL,KSTL,38.748697,-90.370003,618.0,St Louis Lambert International Airport,St Louis,Missouri,United States,Europe
STS,STS,KSTS,38.50899887,-122.8130035,128.0,Charles M. Schulz Sonoma County Airport,Santa Rosa,California,United States,Europe
SUN,SUN,KSUN,43.50439835,-114.2959976,5318.0,Friedman Memorial Airport,Hailey,Idaho,United States,Europe
SUX,SUX,KSUX,42.40259933,-96.38439941,1098.0,Sioux Gateway Col. Bud Day Field,Sioux City,Iowa,United States,Europe
SVC,SVC,KSVC,32.63650131225586,-108.15599822998047,5446.0,Grant County Airport,Silver City,New Mexico,United States,Europe
SWF,SWF,KSWF,41.50410079956055,-74.10479736328125,491.0,Stewart International Airport,Newburgh,New York,United States,Europe
SYR,SYR,KSYR,43.11119842529297,-76.1063003540039,421.0,Syracuse Hancock International Airport,Syracuse,New York,United States,Europe
TBN,TBN,KTBN,37.74160004,-92.14070129,1159.0,Waynesville-St. Robert Regional Forney field,Fort Leonard Wood,Missouri,United States,Europe
TLH,TLH,KTLH,30.396499633789062,-84.35030364990234,81.0,Tallahassee Regional Airport,Tallahassee,Florida,United States,Europe
TOL,TOL,KTOL,41.58679962,-83.80780029,683.0,Toledo Express Airport,Toledo,Ohio,United States,Europe
TPA,TPA,KTPA,27.975500106811523,-82.533203125,26.0,Tampa International Airport,Tampa,Florida,United States,Europe
TRI,TRI,KTRI,36.475201,-82.407401,1519.0,Tri-Cities Regional TN/VA Airport,Bristol/Johnson/Kingsport,Tennessee,United States,Europe
TTN,TTN,KTTN,40.27669906616211,-74.8134994506836,213.0,Trenton Mercer Airport,Trenton,New Jersey,United States,Europe
TUL,TUL,KTUL,36.19839859008789,-95.88809967041016,677.0,Tulsa International Airport,Tulsa,Oklahoma,United States,Europe
TUP,TUP,KTUP,34.26810073852539,-88.7698974609375,346.0,Tupelo Regional Airport,Tupelo,Mississippi,United States,Europe
TUS,TUS,KTUS,32.1161003112793,-110.94100189208984,2643.0,Tucson International Airport,Tucson,Arizona,United States,Europe
TVC,TVC,KTVC,44.74140167236328,-85.58219909667969,624.0,Cherry Capital Airport,Traverse City,Michigan,United States,Europe
TWF,TWF,KTWF,42.48180008,-114.487999,4154.0,Joslin Field Magic Valley Regional Airport,Twin Falls,Idaho,United States,Europe
TXK,TXK,KTXK,33.45370101928711,-93.99099731445312,390.0,Texarkana Regional Webb Field,Texarkana,Arkansas,United States,Europe
TYR,TYR,KTYR,32.35409927368164,-95.40239715576172,544.0,Tyler Pounds Regional Airport,Tyler,Texas,United States,Europe
TYS,TYS,KTYS,35.81100082,-83.9940033,981.0,McGhee Tyson Airport,Knoxville,Tennessee,United States,Europe
UIN,UIN,KUIN,39.94269943,-91.19460297,768.0,Quincy Regional Baldwin Field,Quincy,Illinois,United States,Europe
SCE,SCE,KUNV,40.8493003845,-77.84870147710001,1239.0,University Park Airport,State College,Pennsylvania,United States,Europe
VCT,VCT,KVCT,28.85260009765625,-96.91850280761719,115.0,Victoria Regional Airport,Victoria,Texas,United States,Europe
VLD,VLD,KVLD,30.782499313354492,-83.27670288085938,203.0,Valdosta Regional Airport,Valdosta,Georgia,United States,Europe
VPS,VPS,KVPS,30.4832,-86.525398,87.0,Destin-Ft Walton Beach Airport,Valparaiso,Florida,United States,Europe
KWP,KWP,KWP,57.770099639899996,-153.548995972,0.0,West Point Village Seaplane Base,West Point,Alaska,United States,Europe
WRL,WRL,KWRL,43.9656982421875,-107.95099639892578,4227.0,Worland Municipal Airport,Worland,Wyoming,United States,Europe
WST,WST,KWST,41.3496017456,-71.8033981323,81.0,Westerly State Airport,Westerly,Rhode Island,United States,Europe
KWY,KWY,KWY,-1.9605599641799927,41.29750061035156,21.0,Kiwayu Airport,Kiwayu,Coast Province,Kenya,Europe
XNA,XNA,KXNA,36.281898,-94.306801,1287.0,Northwest Arkansas Regional Airport,Fayetteville,Arkansas,United States,Europe
YKM,YKM,KYKM,46.56819916,-120.5439987,1099.0,Yakima Air Terminal McAllister Field,Yakima,Washington,United States,Europe
KZB,KZB,KZB,57.553001,-153.746052,0.0,Zachar Bay Seaplane Base,Zachar Bay,Alaska,United States,Europe
,,LA95,29.974361,-92.108433,13.0,Abbeville General Hospital Heliport,Abbeville,Louisiana,United States,Europe
TIA,TIA,LATI,41.4146995544,19.7206001282,126.0,Tirana International Airport Mother Teresa,Tirana,Tirana County,Albania,Europe
BOJ,BOJ,LBBG,42.56959915161133,27.515199661254883,135.0,Burgas Airport,Burgas,Burgas Province,Bulgaria,Europe
LBH,LBH,LBH,-33.5871,151.3234,0.0,Palm Beach Seaplane Base,Sydney,Victoria,Australia,Europe
PDV,PDV,LBPD,42.067799,24.8508,597.0,Plovdiv International Airport,Plovdiv,Plovdiv Province,Bulgaria,Europe
SOF,SOF,LBSF,42.696693420410156,23.411436080932617,1742.0,Sofia Airport,Sofia,Sofia Province,Bulgaria,Europe
VAR,VAR,LBWN,43.232101,27.8251,230.0,Varna Airport,Varna,Varna Province,Bulgaria,Europe
ECN,ECN,LCEN,35.154701232910156,33.49610137939453,404.0,Ercan International Airport,Nicosia,Nicosia District,Cyprus,Europe
LCA,LCA,LCLK,34.875099182128906,33.624900817871094,8.0,Larnaca International Airport,Larnarca,Larnarca District,Cyprus,Europe
